date,outlet_id,daypart,tickets,items,revenue_sgd
2025-04-08,OUT-01,Morning,164,252,1168.62
2025-04-08,OUT-01,Midday,58,82,618.54
2025-04-08,OUT-01,Evening,23,34,213.38
2025-04-09,OUT-01,Morning,168,245,1203.0
2025-04-09,OUT-01,Midday,77,119,824.31
2025-04-09,OUT-01,Evening,29,40,266.75
2025-04-10,OUT-01,Morning,174,258,1130.72
2025-04-10,OUT-01,Midday,79,125,890.65
2025-04-10,OUT-01,Evening,33,48,286.33
2025-04-11,OUT-01,Morning,151,232,973.49
2025-04-11,OUT-01,Midday,70,101,706.67
2025-04-11,OUT-01,Evening,21,29,218.01
2025-04-12,OUT-01,Morning,66,99,419.26
2025-04-12,OUT-01,Midday,25,37,272.24
2025-04-12,OUT-01,Evening,12,18,106.11
2025-04-13,OUT-01,Morning,41,62,255.13
2025-04-13,OUT-01,Midday,20,29,195.36
2025-04-13,OUT-01,Evening,6,8,64.43
2025-04-14,OUT-01,Morning,229,334,1435.05
2025-04-14,OUT-01,Midday,106,155,1042.09
2025-04-14,OUT-01,Evening,36,54,343.66
2025-04-15,OUT-01,Morning,166,245,1127.73
2025-04-15,OUT-01,Midday,71,103,765.8
2025-04-15,OUT-01,Evening,26,39,253.91
2025-04-16,OUT-01,Morning,155,218,998.18
2025-04-16,OUT-01,Midday,76,111,810.08
2025-04-16,OUT-01,Evening,28,37,256.17
2025-04-17,OUT-01,Morning,206,301,1300.28
2025-04-17,OUT-01,Midday,81,124,900.3
2025-04-17,OUT-01,Evening,29,42,285.93
2025-04-18,OUT-01,Morning,111,170,742.45
2025-04-18,OUT-01,Midday,50,73,522.41
2025-04-18,OUT-01,Evening,18,27,170.66
2025-04-19,OUT-01,Morning,67,101,407.63
2025-04-19,OUT-01,Midday,27,38,280.97
2025-04-19,OUT-01,Evening,11,17,98.04
2025-04-20,OUT-01,Morning,36,52,249.3
2025-04-20,OUT-01,Midday,16,23,176.89
2025-04-20,OUT-01,Evening,7,10,62.76
2025-04-21,OUT-01,Morning,180,269,1131.62
2025-04-21,OUT-01,Midday,75,107,793.08
2025-04-21,OUT-01,Evening,31,46,269.02
2025-04-22,OUT-01,Morning,173,234,1071.37
2025-04-22,OUT-01,Midday,84,121,859.45
2025-04-22,OUT-01,Evening,27,38,237.04
2025-04-23,OUT-01,Morning,193,297,1142.05
2025-04-23,OUT-01,Midday,82,123,888.43
2025-04-23,OUT-01,Evening,26,37,258.47
2025-04-24,OUT-01,Morning,182,269,1242.38
2025-04-24,OUT-01,Midday,78,110,809.38
2025-04-24,OUT-01,Evening,32,50,286.92
2025-04-25,OUT-01,Morning,171,248,1164.55
2025-04-25,OUT-01,Midday,72,116,810.16
2025-04-25,OUT-01,Evening,29,43,271.18
2025-04-26,OUT-01,Morning,75,112,487.33
2025-04-26,OUT-01,Midday,30,45,314.88
2025-04-26,OUT-01,Evening,12,18,110.89
2025-04-27,OUT-01,Morning,64,89,420.24
2025-04-27,OUT-01,Midday,27,38,286.37
2025-04-27,OUT-01,Evening,8,12,73.31
2025-04-28,OUT-01,Morning,152,206,1037.27
2025-04-28,OUT-01,Midday,58,80,694.39
2025-04-28,OUT-01,Evening,26,39,242.57
2025-04-29,OUT-01,Morning,157,227,1048.36
2025-04-29,OUT-01,Midday,61,85,659.15
2025-04-29,OUT-01,Evening,26,38,253.85
2025-04-30,OUT-01,Morning,187,275,1139.79
2025-04-30,OUT-01,Midday,78,111,779.08
2025-04-30,OUT-01,Evening,32,47,308.34
2025-05-01,OUT-01,Morning,127,186,878.25
2025-05-01,OUT-01,Midday,53,81,543.38
2025-05-01,OUT-01,Evening,21,29,202.06
2025-05-02,OUT-01,Morning,136,188,910.81
2025-05-02,OUT-01,Midday,68,103,686.88
2025-05-02,OUT-01,Evening,26,35,235.28
2025-05-03,OUT-01,Morning,71,102,463.52
2025-05-03,OUT-01,Midday,31,47,314.47
2025-05-03,OUT-01,Evening,11,14,102.62
2025-05-04,OUT-01,Morning,38,49,247.61
2025-05-04,OUT-01,Midday,18,27,193.37
2025-05-04,OUT-01,Evening,7,10,62.53
2025-05-05,OUT-01,Morning,135,195,948.39
2025-05-05,OUT-01,Midday,62,95,673.94
2025-05-05,OUT-01,Evening,24,34,223.89
2025-05-06,OUT-01,Morning,186,265,1154.65
2025-05-06,OUT-01,Midday,89,135,936.66
2025-05-06,OUT-01,Evening,29,43,260.22
2025-05-07,OUT-01,Morning,177,272,1192.77
2025-05-07,OUT-01,Midday,66,97,717.72
2025-05-07,OUT-01,Evening,27,37,247.69
2025-05-08,OUT-01,Morning,165,237,1052.99
2025-05-08,OUT-01,Midday,76,103,797.81
2025-05-08,OUT-01,Evening,23,34,211.19
2025-05-09,OUT-01,Morning,186,261,1112.05
2025-05-09,OUT-01,Midday,81,126,837.1
2025-05-09,OUT-01,Evening,29,41,268.48
2025-05-10,OUT-01,Morning,67,96,446.82
2025-05-10,OUT-01,Midday,33,47,341.89
2025-05-10,OUT-01,Evening,10,14,95.99
2025-05-11,OUT-01,Morning,42,60,286.71
2025-05-11,OUT-01,Midday,26,35,258.43
2025-05-11,OUT-01,Evening,10,15,87.41
2025-05-12,OUT-01,Morning,115,176,773.92
2025-05-12,OUT-01,Midday,43,61,446.01
2025-05-12,OUT-01,Evening,21,31,179.89
2025-05-13,OUT-01,Morning,153,217,1029.67
2025-05-13,OUT-01,Midday,65,94,679.85
2025-05-13,OUT-01,Evening,29,44,247.68
2025-05-14,OUT-01,Morning,181,251,1179.92
2025-05-14,OUT-01,Midday,71,93,788.2
2025-05-14,OUT-01,Evening,31,47,281.8
2025-05-15,OUT-01,Morning,198,268,1311.2
2025-05-15,OUT-01,Midday,77,111,823.45
2025-05-15,OUT-01,Evening,28,40,270.23
2025-05-16,OUT-01,Morning,222,347,1334.21
2025-05-16,OUT-01,Midday,71,115,745.66
2025-05-16,OUT-01,Evening,30,46,282.81
2025-05-17,OUT-01,Morning,46,66,312.63
2025-05-17,OUT-01,Midday,23,31,234.62
2025-05-17,OUT-01,Evening,8,11,71.73
2025-05-18,OUT-01,Morning,37,53,252.79
2025-05-18,OUT-01,Midday,17,24,174.07
2025-05-18,OUT-01,Evening,6,9,52.33
2025-05-19,OUT-01,Morning,154,238,957.97
2025-05-19,OUT-01,Midday,65,99,650.02
2025-05-19,OUT-01,Evening,24,36,212.98
2025-05-20,OUT-01,Morning,233,324,1549.62
2025-05-20,OUT-01,Midday,98,138,988.27
2025-05-20,OUT-01,Evening,37,57,320.69
2025-05-21,OUT-01,Morning,167,232,1084.76
2025-05-21,OUT-01,Midday,73,112,826.01
2025-05-21,OUT-01,Evening,31,45,276.52
2025-05-22,OUT-01,Morning,147,215,976.64
2025-05-22,OUT-01,Midday,67,98,676.58
2025-05-22,OUT-01,Evening,24,35,213.8
2025-05-23,OUT-01,Morning,173,245,1246.13
2025-05-23,OUT-01,Midday,75,113,768.08
2025-05-23,OUT-01,Evening,29,39,251.47
2025-05-24,OUT-01,Morning,71,94,434.78
2025-05-24,OUT-01,Midday,25,38,288.62
2025-05-24,OUT-01,Evening,13,19,110.58
2025-05-25,OUT-01,Morning,54,78,321.85
2025-05-25,OUT-01,Midday,22,29,233.64
2025-05-25,OUT-01,Evening,8,12,77.3
2025-05-26,OUT-01,Morning,165,245,1094.17
2025-05-26,OUT-01,Midday,76,114,776.15
2025-05-26,OUT-01,Evening,28,47,260.43
2025-05-27,OUT-01,Morning,212,308,1399.27
2025-05-27,OUT-01,Midday,83,120,850.81
2025-05-27,OUT-01,Evening,31,44,274.74
2025-05-28,OUT-01,Morning,170,236,1157.86
2025-05-28,OUT-01,Midday,67,97,695.11
2025-05-28,OUT-01,Evening,24,33,221.97
2025-05-29,OUT-01,Morning,170,235,1101.85
2025-05-29,OUT-01,Midday,71,103,748.88
2025-05-29,OUT-01,Evening,29,39,284.54
2025-05-30,OUT-01,Morning,156,218,977.93
2025-05-30,OUT-01,Midday,67,99,701.54
2025-05-30,OUT-01,Evening,25,38,222.46
2025-05-31,OUT-01,Morning,68,105,502.84
2025-05-31,OUT-01,Midday,28,39,265.85
2025-05-31,OUT-01,Evening,12,19,101.14
2025-06-01,OUT-01,Morning,50,71,324.52
2025-06-01,OUT-01,Midday,20,30,205.21
2025-06-01,OUT-01,Evening,9,13,78.38
2025-06-02,OUT-01,Morning,158,235,1063.87
2025-06-02,OUT-01,Midday,75,109,728.37
2025-06-02,OUT-01,Evening,26,36,249.85
2025-06-03,OUT-01,Morning,173,254,1215.72
2025-06-03,OUT-01,Midday,77,120,765.85
2025-06-03,OUT-01,Evening,30,43,273.43
2025-06-04,OUT-01,Morning,175,248,1182.49
2025-06-04,OUT-01,Midday,76,113,808.15
2025-06-04,OUT-01,Evening,26,37,252.88
2025-06-05,OUT-01,Morning,171,259,1191.11
2025-06-05,OUT-01,Midday,77,104,824.33
2025-06-05,OUT-01,Evening,29,41,274.71
2025-06-06,OUT-01,Morning,141,215,941.37
2025-06-06,OUT-01,Midday,66,101,741.77
2025-06-06,OUT-01,Evening,25,37,232.25
2025-06-07,OUT-01,Morning,41,54,291.96
2025-06-07,OUT-01,Midday,18,25,201.39
2025-06-07,OUT-01,Evening,8,12,68.66
2025-06-08,OUT-01,Morning,53,76,326.81
2025-06-08,OUT-01,Midday,16,24,171.18
2025-06-08,OUT-01,Evening,8,12,67.15
2025-06-09,OUT-01,Morning,161,233,1162.51
2025-06-09,OUT-01,Midday,90,128,890.32
2025-06-09,OUT-01,Evening,30,42,278.9
2025-06-10,OUT-01,Morning,216,336,1450.74
2025-06-10,OUT-01,Midday,102,134,1076.37
2025-06-10,OUT-01,Evening,45,66,387.58
2025-06-11,OUT-01,Morning,174,253,1152.91
2025-06-11,OUT-01,Midday,87,126,1006.71
2025-06-11,OUT-01,Evening,34,51,319.92
2025-06-12,OUT-01,Morning,185,270,1216.38
2025-06-12,OUT-01,Midday,73,102,738.61
2025-06-12,OUT-01,Evening,26,35,260.76
2025-06-13,OUT-01,Morning,160,230,1088.97
2025-06-13,OUT-01,Midday,78,115,836.74
2025-06-13,OUT-01,Evening,29,43,271.93
2025-06-14,OUT-01,Morning,67,106,435.22
2025-06-14,OUT-01,Midday,28,40,278.05
2025-06-14,OUT-01,Evening,10,14,94.41
2025-06-15,OUT-01,Morning,57,83,361.44
2025-06-15,OUT-01,Midday,25,35,261.17
2025-06-15,OUT-01,Evening,8,12,67.6
2025-06-16,OUT-01,Morning,157,244,1064.48
2025-06-16,OUT-01,Midday,59,87,656.56
2025-06-16,OUT-01,Evening,29,38,265.38
2025-06-17,OUT-01,Morning,196,286,1297.88
2025-06-17,OUT-01,Midday,86,130,936.03
2025-06-17,OUT-01,Evening,38,53,325.16
2025-06-18,OUT-01,Morning,128,190,900.61
2025-06-18,OUT-01,Midday,69,99,685.58
2025-06-18,OUT-01,Evening,24,35,222.66
2025-06-19,OUT-01,Morning,156,236,1038.72
2025-06-19,OUT-01,Midday,76,105,775.79
2025-06-19,OUT-01,Evening,27,38,259.48
2025-06-20,OUT-01,Morning,160,226,1087.98
2025-06-20,OUT-01,Midday,73,116,765.78
2025-06-20,OUT-01,Evening,30,45,268.35
2025-06-21,OUT-01,Morning,66,95,416.56
2025-06-21,OUT-01,Midday,24,35,255.81
2025-06-21,OUT-01,Evening,10,14,96.02
2025-06-22,OUT-01,Morning,51,76,347.43
2025-06-22,OUT-01,Midday,23,34,219.71
2025-06-22,OUT-01,Evening,9,13,84.67
2025-06-23,OUT-01,Morning,173,250,1077.39
2025-06-23,OUT-01,Midday,60,79,687.93
2025-06-23,OUT-01,Evening,28,40,265.95
2025-06-24,OUT-01,Morning,154,232,1120.11
2025-06-24,OUT-01,Midday,91,135,964.01
2025-06-24,OUT-01,Evening,34,47,314.34
2025-06-25,OUT-01,Morning,192,293,1232.91
2025-06-25,OUT-01,Midday,92,130,926.16
2025-06-25,OUT-01,Evening,31,46,276.03
2025-06-26,OUT-01,Morning,183,261,1150.17
2025-06-26,OUT-01,Midday,84,124,951.36
2025-06-26,OUT-01,Evening,34,50,326.35
2025-06-27,OUT-01,Morning,174,246,1075.7
2025-06-27,OUT-01,Midday,81,123,794.81
2025-06-27,OUT-01,Evening,27,37,246.67
2025-06-28,OUT-01,Morning,52,74,373.71
2025-06-28,OUT-01,Midday,28,40,275.96
2025-06-28,OUT-01,Evening,10,15,93.26
2025-06-29,OUT-01,Morning,51,77,345.44
2025-06-29,OUT-01,Midday,19,28,219.52
2025-06-29,OUT-01,Evening,8,12,74.12
2025-06-30,OUT-01,Morning,180,256,1160.98
2025-06-30,OUT-01,Midday,90,141,927.09
2025-06-30,OUT-01,Evening,28,41,285.72
2024-01-01,OUT-02,Morning,32,49,212.93
2024-01-01,OUT-02,Midday,33,51,368.62
2024-01-01,OUT-02,Evening,33,50,282.3
2024-01-02,OUT-02,Morning,45,67,317.69
2024-01-02,OUT-02,Midday,46,67,491.3
2024-01-02,OUT-02,Evening,39,58,354.12
2024-01-03,OUT-02,Morning,57,85,367.84
2024-01-03,OUT-02,Midday,51,73,559.18
2024-01-03,OUT-02,Evening,43,66,379.67
2024-01-04,OUT-02,Morning,64,91,387.93
2024-01-04,OUT-02,Midday,67,96,737.92
2024-01-04,OUT-02,Evening,56,76,514.7
2024-01-05,OUT-02,Morning,72,96,457.84
2024-01-05,OUT-02,Midday,61,87,654.62
2024-01-05,OUT-02,Evening,48,65,457.41
2024-01-06,OUT-02,Morning,95,131,629.6
2024-01-06,OUT-02,Midday,79,118,830.4
2024-01-06,OUT-02,Evening,64,91,589.73
2024-01-07,OUT-02,Morning,75,113,485.37
2024-01-07,OUT-02,Midday,100,155,974.65
2024-01-07,OUT-02,Evening,68,96,621.9
2024-01-08,OUT-02,Morning,38,58,243.44
2024-01-08,OUT-02,Midday,49,71,469.24
2024-01-08,OUT-02,Evening,29,42,283.11
2024-01-09,OUT-02,Morning,52,82,358.38
2024-01-09,OUT-02,Midday,52,73,536.3
2024-01-09,OUT-02,Evening,33,46,283.3
2024-01-10,OUT-02,Morning,57,80,386.39
2024-01-10,OUT-02,Midday,63,91,678.7
2024-01-10,OUT-02,Evening,46,69,439.34
2024-01-11,OUT-02,Morning,49,75,340.49
2024-01-11,OUT-02,Midday,60,86,601.46
2024-01-11,OUT-02,Evening,39,55,365.37
2024-01-12,OUT-02,Morning,77,107,496.1
2024-01-12,OUT-02,Midday,64,98,701.98
2024-01-12,OUT-02,Evening,51,83,442.23
2024-01-13,OUT-02,Morning,81,124,538.49
2024-01-13,OUT-02,Midday,88,124,902.77
2024-01-13,OUT-02,Evening,69,105,645.8
2024-01-14,OUT-02,Morning,69,102,470.58
2024-01-14,OUT-02,Midday,70,106,712.91
2024-01-14,OUT-02,Evening,56,85,528.86
2024-01-15,OUT-02,Morning,53,75,361.13
2024-01-15,OUT-02,Midday,47,65,483.55
2024-01-15,OUT-02,Evening,45,65,386.96
2024-01-16,OUT-02,Morning,50,71,343.6
2024-01-16,OUT-02,Midday,49,73,538.22
2024-01-16,OUT-02,Evening,44,58,405.45
2024-01-17,OUT-02,Morning,58,85,378.38
2024-01-17,OUT-02,Midday,58,77,626.56
2024-01-17,OUT-02,Evening,49,70,476.78
2024-01-18,OUT-02,Morning,55,72,351.43
2024-01-18,OUT-02,Midday,59,83,610.93
2024-01-18,OUT-02,Evening,35,50,386.27
2024-01-19,OUT-02,Morning,59,86,380.25
2024-01-19,OUT-02,Midday,69,98,696.96
2024-01-19,OUT-02,Evening,58,85,476.99
2024-01-20,OUT-02,Morning,68,93,485.64
2024-01-20,OUT-02,Midday,75,113,762.57
2024-01-20,OUT-02,Evening,65,94,569.2
2024-01-21,OUT-02,Morning,67,97,461.51
2024-01-21,OUT-02,Midday,79,120,885.31
2024-01-21,OUT-02,Evening,62,91,582.29
2024-01-22,OUT-02,Morning,52,76,345.31
2024-01-22,OUT-02,Midday,71,96,682.75
2024-01-22,OUT-02,Evening,48,71,464.39
2024-01-23,OUT-02,Morning,47,70,306.19
2024-01-23,OUT-02,Midday,52,75,530.48
2024-01-23,OUT-02,Evening,45,60,443.77
2024-01-24,OUT-02,Morning,49,76,327.39
2024-01-24,OUT-02,Midday,47,66,512.06
2024-01-24,OUT-02,Evening,35,49,345.9
2024-01-25,OUT-02,Morning,51,76,333.68
2024-01-25,OUT-02,Midday,53,74,549.69
2024-01-25,OUT-02,Evening,36,54,368.49
2024-01-26,OUT-02,Morning,55,84,375.84
2024-01-26,OUT-02,Midday,58,88,617.79
2024-01-26,OUT-02,Evening,53,75,492.44
2024-01-27,OUT-02,Morning,99,152,597.32
2024-01-27,OUT-02,Midday,98,148,988.53
2024-01-27,OUT-02,Evening,75,119,656.62
2024-01-28,OUT-02,Morning,86,128,565.65
2024-01-28,OUT-02,Midday,88,130,853.61
2024-01-28,OUT-02,Evening,56,84,534.35
2024-01-29,OUT-02,Morning,50,75,328.39
2024-01-29,OUT-02,Midday,56,81,631.06
2024-01-29,OUT-02,Evening,39,54,375.84
2024-01-30,OUT-02,Morning,49,75,330.86
2024-01-30,OUT-02,Midday,53,78,549.71
2024-01-30,OUT-02,Evening,41,59,375.12
2024-01-31,OUT-02,Morning,61,93,381.35
2024-01-31,OUT-02,Midday,57,83,575.69
2024-01-31,OUT-02,Evening,49,68,425.12
2024-02-01,OUT-02,Morning,50,72,330.2
2024-02-01,OUT-02,Midday,61,83,596.01
2024-02-01,OUT-02,Evening,43,61,397.92
2024-02-02,OUT-02,Morning,76,107,496.86
2024-02-02,OUT-02,Midday,88,125,870.26
2024-02-02,OUT-02,Evening,59,83,537.84
2024-02-03,OUT-02,Morning,90,128,618.63
2024-02-03,OUT-02,Midday,99,153,992.41
2024-02-03,OUT-02,Evening,59,90,554.13
2024-02-04,OUT-02,Morning,73,104,473.06
2024-02-04,OUT-02,Midday,77,112,810.22
2024-02-04,OUT-02,Evening,63,85,578.81
2024-02-05,OUT-02,Morning,44,66,285.49
2024-02-05,OUT-02,Midday,42,63,453.73
2024-02-05,OUT-02,Evening,32,45,279.87
2024-02-06,OUT-02,Morning,50,71,333.74
2024-02-06,OUT-02,Midday,53,73,543.83
2024-02-06,OUT-02,Evening,48,72,406.41
2024-02-07,OUT-02,Morning,61,87,407.69
2024-02-07,OUT-02,Midday,66,107,688.61
2024-02-07,OUT-02,Evening,49,67,463.8
2024-02-08,OUT-02,Morning,65,92,402.51
2024-02-08,OUT-02,Midday,62,92,652.19
2024-02-08,OUT-02,Evening,48,69,425.68
2024-02-09,OUT-02,Morning,51,76,350.42
2024-02-09,OUT-02,Midday,55,75,578.87
2024-02-09,OUT-02,Evening,41,58,400.5
2024-02-10,OUT-02,Morning,60,84,407.37
2024-02-10,OUT-02,Midday,72,98,714.8
2024-02-10,OUT-02,Evening,56,84,495.14
2024-02-11,OUT-02,Morning,57,82,357.88
2024-02-11,OUT-02,Midday,68,108,703.45
2024-02-11,OUT-02,Evening,42,59,420.85
2024-02-12,OUT-02,Morning,55,82,358.03
2024-02-12,OUT-02,Midday,47,71,503.85
2024-02-12,OUT-02,Evening,35,49,372.01
2024-02-13,OUT-02,Morning,46,67,310.26
2024-02-13,OUT-02,Midday,42,61,485.42
2024-02-13,OUT-02,Evening,36,49,330.76
2024-02-14,OUT-02,Morning,47,73,304.71
2024-02-14,OUT-02,Midday,46,73,488.85
2024-02-14,OUT-02,Evening,40,57,323.94
2024-02-15,OUT-02,Morning,74,110,459.26
2024-02-15,OUT-02,Midday,65,93,697.13
2024-02-15,OUT-02,Evening,51,74,445.57
2024-02-16,OUT-02,Morning,71,98,501.79
2024-02-16,OUT-02,Midday,66,97,734.74
2024-02-16,OUT-02,Evening,66,99,566.26
2024-02-17,OUT-02,Morning,68,98,429.08
2024-02-17,OUT-02,Midday,82,120,795.99
2024-02-17,OUT-02,Evening,54,80,517.72
2024-02-18,OUT-02,Morning,91,137,574.53
2024-02-18,OUT-02,Midday,109,158,1063.4
2024-02-18,OUT-02,Evening,71,105,655.17
2024-02-19,OUT-02,Morning,46,68,298.0
2024-02-19,OUT-02,Midday,49,73,530.56
2024-02-19,OUT-02,Evening,39,56,360.19
2024-02-20,OUT-02,Morning,47,69,301.54
2024-02-20,OUT-02,Midday,43,63,451.67
2024-02-20,OUT-02,Evening,44,65,399.55
2024-02-21,OUT-02,Morning,49,73,307.59
2024-02-21,OUT-02,Midday,52,70,540.27
2024-02-21,OUT-02,Evening,51,72,405.11
2024-02-22,OUT-02,Morning,54,80,323.91
2024-02-22,OUT-02,Midday,52,76,563.71
2024-02-22,OUT-02,Evening,40,60,344.09
2024-02-23,OUT-02,Morning,75,102,474.89
2024-02-23,OUT-02,Midday,66,96,692.42
2024-02-23,OUT-02,Evening,56,84,547.78
2024-02-24,OUT-02,Morning,78,111,511.9
2024-02-24,OUT-02,Midday,83,113,932.88
2024-02-24,OUT-02,Evening,73,102,670.08
2024-02-25,OUT-02,Morning,53,82,357.12
2024-02-25,OUT-02,Midday,60,86,630.37
2024-02-25,OUT-02,Evening,50,74,472.52
2024-02-26,OUT-02,Morning,63,88,399.0
2024-02-26,OUT-02,Midday,67,94,720.31
2024-02-26,OUT-02,Evening,54,85,524.22
2024-02-27,OUT-02,Morning,48,74,287.04
2024-02-27,OUT-02,Midday,44,63,478.34
2024-02-27,OUT-02,Evening,29,40,273.25
2024-02-28,OUT-02,Morning,46,67,321.92
2024-02-28,OUT-02,Midday,42,65,457.39
2024-02-28,OUT-02,Evening,40,59,405.29
2024-02-29,OUT-02,Morning,60,87,399.04
2024-02-29,OUT-02,Midday,56,81,607.56
2024-02-29,OUT-02,Evening,58,81,481.17
2024-03-01,OUT-02,Morning,71,105,442.29
2024-03-01,OUT-02,Midday,68,107,715.19
2024-03-01,OUT-02,Evening,43,60,411.76
2024-03-02,OUT-02,Morning,84,123,528.05
2024-03-02,OUT-02,Midday,105,147,1029.65
2024-03-02,OUT-02,Evening,73,101,663.67
2024-03-03,OUT-02,Morning,65,96,415.32
2024-03-03,OUT-02,Midday,73,105,727.16
2024-03-03,OUT-02,Evening,62,96,542.85
2024-03-04,OUT-02,Morning,34,49,239.38
2024-03-04,OUT-02,Midday,33,48,386.98
2024-03-04,OUT-02,Evening,31,46,280.37
2024-03-05,OUT-02,Morning,51,72,324.58
2024-03-05,OUT-02,Midday,47,68,544.87
2024-03-05,OUT-02,Evening,39,55,365.97
2024-03-06,OUT-02,Morning,53,76,372.59
2024-03-06,OUT-02,Midday,56,85,625.82
2024-03-06,OUT-02,Evening,43,61,387.06
2024-03-07,OUT-02,Morning,54,78,345.32
2024-03-07,OUT-02,Midday,55,75,607.92
2024-03-07,OUT-02,Evening,39,56,360.54
2024-03-08,OUT-02,Morning,67,100,443.93
2024-03-08,OUT-02,Midday,58,83,596.83
2024-03-08,OUT-02,Evening,48,64,400.25
2024-03-09,OUT-02,Morning,70,94,443.04
2024-03-09,OUT-02,Midday,65,94,636.24
2024-03-09,OUT-02,Evening,60,88,516.9
2024-03-10,OUT-02,Morning,82,117,500.0
2024-03-10,OUT-02,Midday,64,90,685.92
2024-03-10,OUT-02,Evening,62,84,602.61
2024-03-11,OUT-02,Morning,47,71,286.55
2024-03-11,OUT-02,Midday,48,71,503.57
2024-03-11,OUT-02,Evening,39,59,333.75
2024-03-12,OUT-02,Morning,56,83,359.5
2024-03-12,OUT-02,Midday,53,80,544.3
2024-03-12,OUT-02,Evening,44,66,403.96
2024-03-13,OUT-02,Morning,52,78,382.26
2024-03-13,OUT-02,Midday,66,97,696.44
2024-03-13,OUT-02,Evening,48,69,456.24
2024-03-14,OUT-02,Morning,55,77,371.63
2024-03-14,OUT-02,Midday,63,88,643.42
2024-03-14,OUT-02,Evening,48,68,440.01
2024-03-15,OUT-02,Morning,59,89,401.02
2024-03-15,OUT-02,Midday,62,90,639.1
2024-03-15,OUT-02,Evening,45,68,421.52
2024-03-16,OUT-02,Morning,88,123,537.11
2024-03-16,OUT-02,Midday,93,132,938.57
2024-03-16,OUT-02,Evening,70,100,651.86
2024-03-17,OUT-02,Morning,78,116,506.86
2024-03-17,OUT-02,Midday,69,103,744.72
2024-03-17,OUT-02,Evening,61,91,544.11
2024-03-18,OUT-02,Morning,54,83,369.34
2024-03-18,OUT-02,Midday,55,81,585.71
2024-03-18,OUT-02,Evening,47,65,417.34
2024-03-19,OUT-02,Morning,46,68,323.93
2024-03-19,OUT-02,Midday,64,93,683.39
2024-03-19,OUT-02,Evening,39,49,375.71
2024-03-20,OUT-02,Morning,42,60,279.9
2024-03-20,OUT-02,Midday,50,72,569.63
2024-03-20,OUT-02,Evening,33,49,336.6
2024-03-21,OUT-02,Morning,53,75,330.36
2024-03-21,OUT-02,Midday,65,95,669.95
2024-03-21,OUT-02,Evening,48,72,420.34
2024-03-22,OUT-02,Morning,51,75,384.44
2024-03-22,OUT-02,Midday,62,95,636.12
2024-03-22,OUT-02,Evening,52,79,477.81
2024-03-23,OUT-02,Morning,77,110,494.67
2024-03-23,OUT-02,Midday,99,137,1037.1
2024-03-23,OUT-02,Evening,73,112,657.51
2024-03-24,OUT-02,Morning,76,114,487.63
2024-03-24,OUT-02,Midday,76,114,792.5
2024-03-24,OUT-02,Evening,62,89,510.61
2024-03-25,OUT-02,Morning,47,70,328.92
2024-03-25,OUT-02,Midday,58,80,654.31
2024-03-25,OUT-02,Evening,41,56,389.65
2024-03-26,OUT-02,Morning,48,68,312.83
2024-03-26,OUT-02,Midday,52,72,542.21
2024-03-26,OUT-02,Evening,35,52,329.71
2024-03-27,OUT-02,Morning,57,80,364.88
2024-03-27,OUT-02,Midday,57,84,606.18
2024-03-27,OUT-02,Evening,52,75,458.84
2024-03-28,OUT-02,Morning,56,80,405.54
2024-03-28,OUT-02,Midday,52,78,582.2
2024-03-28,OUT-02,Evening,50,68,449.63
2024-03-29,OUT-02,Morning,44,61,311.23
2024-03-29,OUT-02,Midday,52,75,566.87
2024-03-29,OUT-02,Evening,40,57,352.03
2024-03-30,OUT-02,Morning,84,133,545.48
2024-03-30,OUT-02,Midday,89,134,909.06
2024-03-30,OUT-02,Evening,62,90,595.1
2024-03-31,OUT-02,Morning,67,97,431.72
2024-03-31,OUT-02,Midday,100,146,1006.84
2024-03-31,OUT-02,Evening,78,114,696.42
2024-04-01,OUT-02,Morning,54,79,354.54
2024-04-01,OUT-02,Midday,55,84,569.42
2024-04-01,OUT-02,Evening,49,69,419.46
2024-04-02,OUT-02,Morning,42,61,277.53
2024-04-02,OUT-02,Midday,47,69,450.9
2024-04-02,OUT-02,Evening,36,50,349.94
2024-04-03,OUT-02,Morning,41,61,285.25
2024-04-03,OUT-02,Midday,46,68,484.43
2024-04-03,OUT-02,Evening,42,56,367.28
2024-04-04,OUT-02,Morning,45,64,316.03
2024-04-04,OUT-02,Midday,57,84,641.0
2024-04-04,OUT-02,Evening,37,53,347.46
2024-04-05,OUT-02,Morning,59,81,424.77
2024-04-05,OUT-02,Midday,71,100,714.13
2024-04-05,OUT-02,Evening,54,79,476.41
2024-04-06,OUT-02,Morning,86,123,550.15
2024-04-06,OUT-02,Midday,88,126,886.38
2024-04-06,OUT-02,Evening,65,101,598.89
2024-04-07,OUT-02,Morning,76,106,556.47
2024-04-07,OUT-02,Midday,85,120,887.08
2024-04-07,OUT-02,Evening,73,103,638.0
2024-04-08,OUT-02,Morning,47,69,309.77
2024-04-08,OUT-02,Midday,43,59,452.21
2024-04-08,OUT-02,Evening,41,61,373.45
2024-04-09,OUT-02,Morning,52,73,368.28
2024-04-09,OUT-02,Midday,62,94,667.53
2024-04-09,OUT-02,Evening,46,65,447.56
2024-04-10,OUT-02,Morning,41,57,268.41
2024-04-10,OUT-02,Midday,43,60,474.59
2024-04-10,OUT-02,Evening,41,60,386.38
2024-04-11,OUT-02,Morning,46,64,279.79
