txn_id,txn_datetime,outlet_id,daypart,category,items,amount_sgd,payment_method
T500408,2025-06-17 07:41,OUT-01,Morning,Pastry,1,5.65,Cash
T500367,2025-06-17 07:42,OUT-01,Morning,Pastry,1,6.41,PayNow
T500263,2025-06-17 07:42,OUT-01,Morning,Coffee,1,6.16,Cash
T500284,2025-06-17 07:42,OUT-01,Morning,Coffee,1,6.2,PayNow
T503905,2025-06-17 07:42,OUT-04,Morning,Pastry,1,5.0,Card
T500396,2025-06-17 07:42,OUT-01,Morning,Pastry,1,4.23,PayNow
T502904,2025-06-17 07:43,OUT-03,Morning,Coffee,1,8.91,PayNow
T502939,2025-06-17 07:43,OUT-03,Morning,Coffee,1,6.79,PayNow
T502906,2025-06-17 07:44,OUT-03,Morning,Pastry,1,6.17,Card
T502923,2025-06-17 07:46,OUT-03,Morning,Tea,1,6.32,Cash
T500285,2025-06-17 07:46,OUT-01,Morning,Coffee,1,7.51,Card
T501665,2025-06-17 07:46,OUT-02,Morning,Coffee,1,4.81,Cash
T501701,2025-06-17 07:48,OUT-02,Morning,Pastry,1,5.53,Cash
T502908,2025-06-17 07:48,OUT-03,Morning,Coffee,1,7.78,Card
T500301,2025-06-17 07:48,OUT-01,Morning,Coffee,1,6.55,Card
T500291,2025-06-17 07:48,OUT-01,Morning,Coffee,1,6.72,Card
T502919,2025-06-17 07:48,OUT-03,Morning,Coffee,1,7.71,Cash
T501676,2025-06-17 07:49,OUT-02,Morning,Coffee,1,5.79,Card
T500326,2025-06-17 07:50,OUT-01,Morning,Tea,1,4.68,Card
T502967,2025-06-17 07:51,OUT-03,Morning,Coffee,1,7.96,Card
T501706,2025-06-17 07:51,OUT-02,Morning,Coffee,1,7.71,Card
T501662,2025-06-17 07:52,OUT-02,Morning,Beans (retail),1,17.53,PayNow
T503915,2025-06-17 07:52,OUT-04,Morning,Pastry,1,4.47,Wallet
T502920,2025-06-17 07:53,OUT-03,Morning,Pastry,1,4.12,PayNow
T500423,2025-06-17 07:53,OUT-01,Morning,Tea,1,5.53,Cash
T500338,2025-06-17 07:53,OUT-01,Morning,Pastry,1,6.12,PayNow
T501682,2025-06-17 07:54,OUT-02,Morning,Coffee,1,6.35,Wallet
T500247,2025-06-17 07:54,OUT-01,Morning,Coffee,1,6.72,PayNow
T500440,2025-06-17 07:54,OUT-01,Morning,Pastry,1,6.09,Cash
T503892,2025-06-17 07:55,OUT-04,Morning,Coffee,1,5.78,Cash
T500312,2025-06-17 07:55,OUT-01,Morning,Coffee,1,5.76,Card
T500373,2025-06-17 07:56,OUT-01,Morning,Pastry,1,5.49,PayNow
T503903,2025-06-17 07:56,OUT-04,Morning,Coffee,1,4.5,PayNow
T500439,2025-06-17 07:56,OUT-01,Morning,Coffee,1,6.82,Card
T501657,2025-06-17 07:57,OUT-02,Morning,Coffee,1,6.31,Card
T500319,2025-06-17 07:57,OUT-01,Morning,Coffee,1,6.16,PayNow
T500256,2025-06-17 07:58,OUT-01,Morning,Pastry,1,3.97,PayNow
T500292,2025-06-17 07:58,OUT-01,Morning,Pastry,1,6.57,PayNow
T500409,2025-06-17 07:58,OUT-01,Morning,Coffee,1,6.66,Cash
T500431,2025-06-17 07:58,OUT-01,Morning,Tea,1,5.07,Cash
T503901,2025-06-17 07:58,OUT-04,Morning,Pastry,1,4.03,Cash
T502924,2025-06-17 07:59,OUT-03,Morning,Pastry,1,5.38,Cash
T500297,2025-06-17 07:59,OUT-01,Morning,Food,1,16.91,Card
T500307,2025-06-17 07:59,OUT-01,Morning,Tea,1,4.58,PayNow
T502930,2025-06-17 08:01,OUT-03,Morning,Coffee,1,6.88,Wallet
T502915,2025-06-17 08:01,OUT-03,Morning,Food,1,19.65,Card
T500425,2025-06-17 08:01,OUT-01,Morning,Food,1,11.22,PayNow
T502916,2025-06-17 08:02,OUT-03,Morning,Tea,1,4.6,Card
T502910,2025-06-17 08:03,OUT-03,Morning,Coffee,1,5.81,Card
T500376,2025-06-17 08:03,OUT-01,Morning,Pastry,1,6.8,Card
T501685,2025-06-17 08:04,OUT-02,Morning,Pastry,1,4.72,Card
T503891,2025-06-17 08:05,OUT-04,Morning,Coffee,1,5.2,PayNow
T502925,2025-06-17 08:05,OUT-03,Morning,Coffee,1,7.88,PayNow
T500293,2025-06-17 08:05,OUT-01,Morning,Beans (retail),1,18.82,PayNow
T500391,2025-06-17 08:06,OUT-01,Morning,Coffee,1,6.48,Wallet
T501673,2025-06-17 08:08,OUT-02,Morning,Coffee,1,5.99,Cash
T501705,2025-06-17 08:09,OUT-02,Morning,Coffee,1,5.85,Cash
T501664,2025-06-17 08:10,OUT-02,Morning,Pastry,1,3.95,Card
T500264,2025-06-17 08:10,OUT-01,Morning,Coffee,1,6.77,Cash
T503886,2025-06-17 08:10,OUT-04,Morning,Tea,1,4.43,Wallet
T500311,2025-06-17 08:11,OUT-01,Morning,Food,1,15.51,Card
T503935,2025-06-17 08:11,OUT-04,Morning,Tea,1,4.16,Card
T500437,2025-06-17 08:11,OUT-01,Morning,Coffee,1,6.87,PayNow
T502948,2025-06-17 08:12,OUT-03,Morning,Coffee,1,7.57,PayNow
T501695,2025-06-17 08:12,OUT-02,Morning,Coffee,1,5.21,Card
T500348,2025-06-17 08:13,OUT-01,Morning,Coffee,1,7.67,Card
T500385,2025-06-17 08:14,OUT-01,Morning,Coffee,1,5.41,PayNow
T500288,2025-06-17 08:14,OUT-01,Morning,Coffee,1,7.39,Cash
T500397,2025-06-17 08:14,OUT-01,Morning,Coffee,1,6.81,PayNow
T503908,2025-06-17 08:14,OUT-04,Morning,Coffee,1,3.22,Wallet
T501680,2025-06-17 08:15,OUT-02,Morning,Coffee,1,5.06,Cash
T501692,2025-06-17 08:15,OUT-02,Morning,Coffee,1,5.32,Card
T500308,2025-06-17 08:16,OUT-01,Morning,Beans (retail),1,21.53,Card
T501663,2025-06-17 08:17,OUT-02,Morning,Coffee,1,6.42,PayNow
T503930,2025-06-17 08:17,OUT-04,Morning,Food,1,14.59,Cash
T500415,2025-06-17 08:18,OUT-01,Morning,Tea,1,4.62,Card
T501669,2025-06-17 08:18,OUT-02,Morning,Pastry,1,4.09,PayNow
T500296,2025-06-17 08:18,OUT-01,Morning,Coffee,1,6.36,Cash
T500250,2025-06-17 08:19,OUT-01,Morning,Tea,1,5.34,Card
T500274,2025-06-17 08:20,OUT-01,Morning,Coffee,1,4.92,PayNow
T500370,2025-06-17 08:21,OUT-01,Morning,Coffee,1,5.86,PayNow
T502956,2025-06-17 08:21,OUT-03,Morning,Coffee,1,7.89,Card
T500346,2025-06-17 08:22,OUT-01,Morning,Coffee,1,7.22,Wallet
T502935,2025-06-17 08:22,OUT-03,Morning,Tea,1,6.72,PayNow
T500268,2025-06-17 08:23,OUT-01,Morning,Coffee,1,5.09,PayNow
T500273,2025-06-17 08:23,OUT-01,Morning,Coffee,1,7.62,Cash
T500322,2025-06-17 08:24,OUT-01,Morning,Coffee,1,7.67,Card
T502927,2025-06-17 08:24,OUT-03,Morning,Pastry,1,4.32,PayNow
T503889,2025-06-17 08:27,OUT-04,Morning,Pastry,1,4.51,Card
T502937,2025-06-17 08:28,OUT-03,Morning,Pastry,1,5.51,PayNow
T502931,2025-06-17 08:31,OUT-03,Morning,Pastry,1,5.58,PayNow
T500374,2025-06-17 08:31,OUT-01,Morning,Pastry,1,5.82,Card
T500387,2025-06-17 08:31,OUT-01,Morning,Coffee,1,5.29,Card
T500335,2025-06-17 08:33,OUT-01,Morning,Coffee,1,7.42,PayNow
T503911,2025-06-17 08:34,OUT-04,Morning,Coffee,1,5.57,Wallet
T500375,2025-06-17 08:35,OUT-01,Morning,Coffee,1,6.5,PayNow
T502918,2025-06-17 08:36,OUT-03,Morning,Coffee,1,7.24,Card
T502968,2025-06-17 08:36,OUT-03,Morning,Food,1,14.14,Cash
T500272,2025-06-17 08:37,OUT-01,Morning,Tea,1,5.84,Card
T501671,2025-06-17 08:38,OUT-02,Morning,Coffee,1,5.5,PayNow
T500327,2025-06-17 08:38,OUT-01,Morning,Pastry,1,5.85,Card
T500419,2025-06-17 08:40,OUT-01,Morning,Coffee,1,6.86,PayNow
T502961,2025-06-17 08:40,OUT-03,Morning,Coffee,1,6.49,Card
T500318,2025-06-17 08:41,OUT-01,Morning,Coffee,1,6.43,Card
T500429,2025-06-17 08:41,OUT-01,Morning,Coffee,1,8.18,Card
T500372,2025-06-17 08:42,OUT-01,Morning,Coffee,1,6.35,Card
T500324,2025-06-17 08:43,OUT-01,Morning,Pastry,1,5.3,Card
T500379,2025-06-17 08:43,OUT-01,Morning,Pastry,1,4.28,Card
T502912,2025-06-17 08:44,OUT-03,Morning,Coffee,1,7.63,Cash
T501668,2025-06-17 08:44,OUT-02,Morning,Coffee,1,5.8,Card
T502957,2025-06-17 08:44,OUT-03,Morning,Coffee,1,4.8,Card
T501717,2025-06-17 08:45,OUT-02,Morning,Tea,1,5.37,Cash
T502955,2025-06-17 08:46,OUT-03,Morning,Tea,1,4.47,Card
T502980,2025-06-17 08:47,OUT-03,Morning,Pastry,2,7.89,PayNow
T500278,2025-06-17 08:47,OUT-01,Morning,Pastry,1,5.51,PayNow
T500377,2025-06-17 08:47,OUT-01,Morning,Pastry,1,5.45,Card
T502966,2025-06-17 08:47,OUT-03,Morning,Coffee,1,8.1,Card
T500388,2025-06-17 08:49,OUT-01,Morning,Pastry,1,4.61,PayNow
T503882,2025-06-17 08:49,OUT-04,Morning,Coffee,1,5.67,Card
T503899,2025-06-17 08:50,OUT-04,Morning,Coffee,1,6.68,PayNow
T503937,2025-06-17 08:50,OUT-04,Morning,Food,1,9.82,Cash
T500282,2025-06-17 08:51,OUT-01,Morning,Coffee,1,4.65,Wallet
T503896,2025-06-17 08:52,OUT-04,Morning,Coffee,1,5.91,PayNow
T500309,2025-06-17 08:52,OUT-01,Morning,Tea,1,4.69,PayNow
T501661,2025-06-17 08:52,OUT-02,Morning,Coffee,1,6.45,Cash
T502976,2025-06-17 08:53,OUT-03,Morning,Coffee,1,5.23,Card
T500438,2025-06-17 08:53,OUT-01,Morning,Coffee,1,7.93,Card
T503909,2025-06-17 08:53,OUT-04,Morning,Coffee,1,5.18,Cash
T500320,2025-06-17 08:53,OUT-01,Morning,Coffee,1,4.12,Wallet
T500321,2025-06-17 08:53,OUT-01,Morning,Coffee,1,6.78,Wallet
T503894,2025-06-17 08:54,OUT-04,Morning,Pastry,1,3.28,PayNow
T503902,2025-06-17 08:54,OUT-04,Morning,Coffee,1,5.67,PayNow
T503884,2025-06-17 08:55,OUT-04,Morning,Coffee,1,6.62,Cash
T503921,2025-06-17 08:55,OUT-04,Morning,Coffee,1,5.28,Card
T500353,2025-06-17 08:56,OUT-01,Morning,Coffee,1,7.35,Card
T502945,2025-06-17 08:56,OUT-03,Morning,Coffee,1,6.89,PayNow
T500329,2025-06-17 09:01,OUT-01,Morning,Coffee,1,6.34,PayNow
T500407,2025-06-17 09:02,OUT-01,Morning,Coffee,1,5.62,PayNow
T500283,2025-06-17 09:02,OUT-01,Morning,Pastry,1,4.71,Card
T502974,2025-06-17 09:02,OUT-03,Morning,Coffee,1,5.64,PayNow
T500414,2025-06-17 09:03,OUT-01,Morning,Coffee,1,5.21,Cash
T502972,2025-06-17 09:03,OUT-03,Morning,Coffee,1,6.67,PayNow
T502965,2025-06-17 09:04,OUT-03,Morning,Coffee,1,7.09,Card
T500430,2025-06-17 09:06,OUT-01,Morning,Tea,1,5.26,Cash
T500436,2025-06-17 09:06,OUT-01,Morning,Coffee,1,7.01,Card
T501684,2025-06-17 09:08,OUT-02,Morning,Coffee,1,6.24,Cash
T501687,2025-06-17 09:09,OUT-02,Morning,Coffee,1,5.61,PayNow
T500368,2025-06-17 09:11,OUT-01,Morning,Tea,1,5.59,PayNow
T502942,2025-06-17 09:11,OUT-03,Morning,Coffee,1,7.58,PayNow
T502949,2025-06-17 09:11,OUT-03,Morning,Pastry,2,8.35,PayNow
T503887,2025-06-17 09:11,OUT-04,Morning,Pastry,1,3.24,Cash
T500393,2025-06-17 09:12,OUT-01,Morning,Pastry,1,5.98,Card
T500300,2025-06-17 09:12,OUT-01,Morning,Coffee,1,6.96,Card
T502917,2025-06-17 09:13,OUT-03,Morning,Pastry,1,6.8,Card
T502962,2025-06-17 09:13,OUT-03,Morning,Food,1,16.17,PayNow
T500428,2025-06-17 09:14,OUT-01,Morning,Coffee,1,6.41,Wallet
T500325,2025-06-17 09:14,OUT-01,Morning,Pastry,1,4.54,Cash
T501718,2025-06-17 09:15,OUT-02,Morning,Coffee,1,6.7,Card
T501702,2025-06-17 09:17,OUT-02,Morning,Coffee,1,6.13,Card
T500294,2025-06-17 09:18,OUT-01,Morning,Coffee,1,5.78,PayNow
T500304,2025-06-17 09:18,OUT-01,Morning,Pastry,1,5.13,Wallet
T503932,2025-06-17 09:18,OUT-04,Morning,Coffee,1,4.87,Cash
T501654,2025-06-17 09:19,OUT-02,Morning,Pastry,1,6.67,Card
T500433,2025-06-17 09:20,OUT-01,Morning,Coffee,1,6.67,Cash
T500289,2025-06-17 09:20,OUT-01,Morning,Coffee,1,4.82,Card
T502921,2025-06-17 09:20,OUT-03,Morning,Pastry,1,6.63,PayNow
T500356,2025-06-17 09:20,OUT-01,Morning,Coffee,1,6.62,Wallet
T503920,2025-06-17 09:20,OUT-04,Morning,Coffee,1,6.56,Wallet
T500392,2025-06-17 09:20,OUT-01,Morning,Coffee,1,6.74,Card
T500270,2025-06-17 09:21,OUT-01,Morning,Coffee,1,6.4,Card
T501699,2025-06-17 09:21,OUT-02,Morning,Coffee,1,6.81,PayNow
T502940,2025-06-17 09:22,OUT-03,Morning,Pastry,1,5.79,Cash
T503919,2025-06-17 09:22,OUT-04,Morning,Coffee,1,5.22,Cash
T502928,2025-06-17 09:23,OUT-03,Morning,Pastry,1,5.92,PayNow
T501708,2025-06-17 09:23,OUT-02,Morning,Tea,1,4.41,PayNow
T502946,2025-06-17 09:24,OUT-03,Morning,Pastry,1,7.79,Wallet
T500403,2025-06-17 09:24,OUT-01,Morning,Coffee,1,7.1,Card
T500255,2025-06-17 09:24,OUT-01,Morning,Coffee,1,5.94,Card
T500420,2025-06-17 09:25,OUT-01,Morning,Coffee,1,6.3,PayNow
T500398,2025-06-17 09:26,OUT-01,Morning,Coffee,1,6.47,PayNow
T503917,2025-06-17 09:26,OUT-04,Morning,Coffee,1,4.7,Card
T500330,2025-06-17 09:26,OUT-01,Morning,Pastry,1,6.09,Card
T500279,2025-06-17 09:27,OUT-01,Morning,Pastry,1,5.04,PayNow
T503893,2025-06-17 09:27,OUT-04,Morning,Coffee,1,5.66,PayNow
T500271,2025-06-17 09:30,OUT-01,Morning,Tea,1,5.11,Card
T503880,2025-06-17 09:30,OUT-04,Morning,Pastry,1,4.05,Wallet
T501711,2025-06-17 09:31,OUT-02,Morning,Coffee,1,6.56,PayNow
T500364,2025-06-17 09:32,OUT-01,Morning,Coffee,1,8.37,PayNow
T500259,2025-06-17 09:32,OUT-01,Morning,Coffee,1,6.62,PayNow
T500417,2025-06-17 09:32,OUT-01,Morning,Pastry,1,5.92,PayNow
T503928,2025-06-17 09:32,OUT-04,Morning,Beans (retail),1,16.36,PayNow
T500265,2025-06-17 09:34,OUT-01,Morning,Coffee,1,5.96,Card
T502905,2025-06-17 09:36,OUT-03,Morning,Coffee,1,4.66,PayNow
T503934,2025-06-17 09:36,OUT-04,Morning,Coffee,1,5.26,Wallet
T502947,2025-06-17 09:38,OUT-03,Morning,Coffee,1,6.64,PayNow
T500360,2025-06-17 09:38,OUT-01,Morning,Pastry,1,5.55,Card
T502913,2025-06-17 09:38,OUT-03,Morning,Pastry,1,5.52,Card
T501674,2025-06-17 09:41,OUT-02,Morning,Coffee,1,6.98,Wallet
T500299,2025-06-17 09:41,OUT-01,Morning,Coffee,1,5.3,Cash
T500402,2025-06-17 09:41,OUT-01,Morning,Pastry,1,5.33,PayNow
T503929,2025-06-17 09:41,OUT-04,Morning,Coffee,1,4.54,Cash
T500295,2025-06-17 09:42,OUT-01,Morning,Coffee,1,6.85,Wallet
T500336,2025-06-17 09:42,OUT-01,Morning,Coffee,1,7.13,Cash
T503926,2025-06-17 09:42,OUT-04,Morning,Beans (retail),1,18.05,PayNow
T501713,2025-06-17 09:42,OUT-02,Morning,Pastry,1,4.81,Wallet
T502977,2025-06-17 09:43,OUT-03,Morning,Coffee,1,6.4,Card
T502929,2025-06-17 09:43,OUT-03,Morning,Coffee,1,8.42,Cash
T501690,2025-06-17 09:44,OUT-02,Morning,Coffee,1,6.47,Cash
T500332,2025-06-17 09:44,OUT-01,Morning,Coffee,1,6.01,PayNow
T503895,2025-06-17 09:45,OUT-04,Morning,Coffee,1,4.0,PayNow
T501686,2025-06-17 09:45,OUT-02,Morning,Pastry,1,4.66,Card
T501707,2025-06-17 09:46,OUT-02,Morning,Coffee,1,6.36,Card
T501675,2025-06-17 09:47,OUT-02,Morning,Coffee,1,6.35,Card
T502971,2025-06-17 09:48,OUT-03,Morning,Pastry,1,6.29,PayNow
T503918,2025-06-17 09:49,OUT-04,Morning,Food,1,14.68,PayNow
T501670,2025-06-17 09:50,OUT-02,Morning,Coffee,1,4.91,Wallet
T500314,2025-06-17 09:50,OUT-01,Morning,Pastry,1,6.59,Cash
T502964,2025-06-17 09:50,OUT-03,Morning,Pastry,1,5.7,PayNow
T501659,2025-06-17 09:50,OUT-02,Morning,Coffee,1,6.88,PayNow
T500261,2025-06-17 09:51,OUT-01,Morning,Pastry,1,5.41,PayNow
T503913,2025-06-17 09:51,OUT-04,Morning,Coffee,1,3.44,PayNow
T501703,2025-06-17 09:52,OUT-02,Morning,Coffee,1,6.44,Card
T502954,2025-06-17 09:53,OUT-03,Morning,Pastry,1,5.92,Card
T502979,2025-06-17 09:53,OUT-03,Morning,Tea,1,6.06,Card
T500246,2025-06-17 09:54,OUT-01,Morning,Tea,1,6.16,Wallet
T500344,2025-06-17 09:54,OUT-01,Morning,Pastry,1,4.54,PayNow
T503916,2025-06-17 09:56,OUT-04,Morning,Coffee,1,5.1,Card
T500405,2025-06-17 09:56,OUT-01,Morning,Pastry,1,6.54,PayNow
T500281,2025-06-17 09:56,OUT-01,Morning,Coffee,1,6.45,Card
T500421,2025-06-17 09:57,OUT-01,Morning,Tea,1,5.46,PayNow
T501693,2025-06-17 09:57,OUT-02,Morning,Coffee,1,6.96,Wallet
T500357,2025-06-17 09:58,OUT-01,Morning,Coffee,1,5.66,PayNow
T503914,2025-06-17 10:00,OUT-04,Morning,Beans (retail),1,22.92,PayNow
T500361,2025-06-17 10:01,OUT-01,Morning,Coffee,1,6.4,PayNow
T500355,2025-06-17 10:01,OUT-01,Morning,Coffee,1,6.33,Card
T502936,2025-06-17 10:01,OUT-03,Morning,Coffee,1,8.57,Card
T500275,2025-06-17 10:01,OUT-01,Morning,Coffee,1,6.53,Card
T500306,2025-06-17 10:02,OUT-01,Morning,Pastry,1,6.66,Card
T500333,2025-06-17 10:02,OUT-01,Morning,Coffee,1,6.97,PayNow
T500323,2025-06-17 10:02,OUT-01,Morning,Pastry,1,7.26,Wallet
T500441,2025-06-17 10:04,OUT-01,Morning,Coffee,1,7.39,Cash
T502932,2025-06-17 10:04,OUT-03,Morning,Beans (retail),1,24.19,PayNow
T501698,2025-06-17 10:05,OUT-02,Morning,Coffee,1,5.57,Wallet
T503922,2025-06-17 10:05,OUT-04,Morning,Coffee,1,5.08,PayNow
T502941,2025-06-17 10:05,OUT-03,Morning,Coffee,1,5.13,Card
T502969,2025-06-17 10:05,OUT-03,Morning,Coffee,1,5.9,Wallet
T500290,2025-06-17 10:06,OUT-01,Morning,Coffee,1,6.47,Card
T500313,2025-06-17 10:07,OUT-01,Morning,Tea,1,5.42,Wallet
T503897,2025-06-17 10:08,OUT-04,Morning,Pastry,1,5.22,Card
T500400,2025-06-17 10:08,OUT-01,Morning,Food,1,16.36,Card
T501697,2025-06-17 10:09,OUT-02,Morning,Pastry,1,4.42,PayNow
T501672,2025-06-17 10:09,OUT-02,Morning,Coffee,1,6.66,Card
T500399,2025-06-17 10:09,OUT-01,Morning,Coffee,1,5.77,Card
T502943,2025-06-17 10:10,OUT-03,Morning,Coffee,1,7.1,Wallet
T501691,2025-06-17 10:10,OUT-02,Morning,Tea,1,5.33,PayNow
T500298,2025-06-17 10:10,OUT-01,Morning,Coffee,1,6.72,Card
T500352,2025-06-17 10:10,OUT-01,Morning,Pastry,1,5.43,PayNow
T500390,2025-06-17 10:10,OUT-01,Morning,Pastry,1,5.59,Card
T503931,2025-06-17 10:10,OUT-04,Morning,Pastry,1,5.83,PayNow
T502950,2025-06-17 10:11,OUT-03,Morning,Pastry,1,5.8,Wallet
T500427,2025-06-17 10:12,OUT-01,Morning,Coffee,1,7.08,PayNow
T500316,2025-06-17 10:12,OUT-01,Morning,Coffee,1,8.24,Card
T500262,2025-06-17 10:13,OUT-01,Morning,Coffee,1,6.35,Wallet
T501719,2025-06-17 10:14,OUT-02,Morning,Tea,1,4.84,Card
T501715,2025-06-17 10:15,OUT-02,Morning,Coffee,1,5.28,Wallet
T500426,2025-06-17 10:15,OUT-01,Morning,Coffee,1,6.45,PayNow
T500347,2025-06-17 10:15,OUT-01,Morning,Tea,1,4.82,Wallet
T503907,2025-06-17 10:16,OUT-04,Morning,Coffee,1,6.25,PayNow
T500366,2025-06-17 10:17,OUT-01,Morning,Pastry,1,4.47,PayNow
T503898,2025-06-17 10:17,OUT-04,Morning,Pastry,1,6.06,PayNow
T500258,2025-06-17 10:17,OUT-01,Morning,Pastry,1,7.56,Cash
T503912,2025-06-17 10:17,OUT-04,Morning,Coffee,1,4.68,PayNow
T500266,2025-06-17 10:17,OUT-01,Morning,Pastry,1,4.66,Card
T503904,2025-06-17 10:19,OUT-04,Morning,Coffee,1,5.22,PayNow
T500416,2025-06-17 10:19,OUT-01,Morning,Coffee,1,5.25,Cash
T503888,2025-06-17 10:19,OUT-04,Morning,Pastry,1,4.61,Wallet
T503925,2025-06-17 10:19,OUT-04,Morning,Coffee,1,6.47,Cash
T500315,2025-06-17 10:20,OUT-01,Morning,Food,1,14.38,Wallet
T500280,2025-06-17 10:21,OUT-01,Morning,Tea,1,4.85,PayNow
T500358,2025-06-17 10:21,OUT-01,Morning,Tea,1,5.85,Wallet
T500384,2025-06-17 10:22,OUT-01,Morning,Tea,1,4.9,PayNow
T502973,2025-06-17 10:23,OUT-03,Morning,Coffee,1,6.57,PayNow
T502978,2025-06-17 10:23,OUT-03,Morning,Pastry,1,4.88,Card
T501666,2025-06-17 10:24,OUT-02,Morning,Pastry,1,5.2,Cash
T500413,2025-06-17 10:24,OUT-01,Morning,Coffee,1,5.66,PayNow
T502938,2025-06-17 10:25,OUT-03,Morning,Coffee,1,6.72,Wallet
T500310,2025-06-17 10:25,OUT-01,Morning,Coffee,1,6.54,PayNow
T500350,2025-06-17 10:25,OUT-01,Morning,Coffee,1,5.3,Wallet
T503885,2025-06-17 10:25,OUT-04,Morning,Coffee,1,4.88,PayNow
T500383,2025-06-17 10:26,OUT-01,Morning,Coffee,1,6.32,Wallet
T500389,2025-06-17 10:26,OUT-01,Morning,Coffee,1,5.1,Card
T501679,2025-06-17 10:26,OUT-02,Morning,Coffee,1,3.72,Card
T500302,2025-06-17 10:26,OUT-01,Morning,Beans (retail),1,27.35,PayNow
T503881,2025-06-17 10:26,OUT-04,Morning,Pastry,1,4.94,Card
T500260,2025-06-17 10:27,OUT-01,Morning,Pastry,1,5.35,Wallet
T502933,2025-06-17 10:27,OUT-03,Morning,Coffee,1,6.47,Card
T502959,2025-06-17 10:28,OUT-03,Morning,Coffee,1,6.35,PayNow
T501667,2025-06-17 10:30,OUT-02,Morning,Coffee,1,5.98,PayNow
T500339,2025-06-17 10:31,OUT-01,Morning,Coffee,1,6.88,Cash
T500349,2025-06-17 10:31,OUT-01,Morning,Pastry,1,5.06,Card
T500341,2025-06-17 10:32,OUT-01,Morning,Coffee,1,6.47,PayNow
T500303,2025-06-17 10:34,OUT-01,Morning,Tea,1,5.04,Card
T500345,2025-06-17 10:35,OUT-01,Morning,Pastry,1,7.44,Card
T500424,2025-06-17 10:36,OUT-01,Morning,Coffee,1,7.46,Card
T500248,2025-06-17 10:36,OUT-01,Morning,Coffee,1,6.65,PayNow
T500412,2025-06-17 10:37,OUT-01,Morning,Coffee,1,6.11,Wallet
T500287,2025-06-17 10:37,OUT-01,Morning,Coffee,1,7.63,Card
T501678,2025-06-17 10:37,OUT-02,Morning,Coffee,1,7.41,Card
T500406,2025-06-17 10:39,OUT-01,Morning,Coffee,1,5.84,PayNow
T501681,2025-06-17 10:40,OUT-02,Morning,Coffee,1,7.38,PayNow
T501688,2025-06-17 10:40,OUT-02,Morning,Pastry,1,5.42,Cash
T500378,2025-06-17 10:41,OUT-01,Morning,Coffee,1,6.81,Card
T502914,2025-06-17 10:42,OUT-03,Morning,Coffee,1,7.2,PayNow
T501683,2025-06-17 10:43,OUT-02,Morning,Coffee,1,6.17,Cash
T501704,2025-06-17 10:43,OUT-02,Morning,Tea,1,4.82,Cash
T503933,2025-06-17 10:43,OUT-04,Morning,Food,1,14.28,PayNow
T503936,2025-06-17 10:44,OUT-04,Morning,Coffee,1,6.21,PayNow
T502926,2025-06-17 10:44,OUT-03,Morning,Coffee,1,7.63,Card
T502958,2025-06-17 10:45,OUT-03,Morning,Pastry,1,6.06,PayNow
T502907,2025-06-17 10:45,OUT-03,Morning,Tea,1,4.69,PayNow
T500395,2025-06-17 10:45,OUT-01,Morning,Pastry,1,6.04,Card
T502934,2025-06-17 10:46,OUT-03,Morning,Coffee,1,6.44,Card
T500286,2025-06-17 10:48,OUT-01,Morning,Coffee,1,5.68,Card
T501714,2025-06-17 10:49,OUT-02,Morning,Beans (retail),1,20.73,PayNow
T500434,2025-06-17 10:49,OUT-01,Morning,Coffee,1,7.09,Wallet
T500359,2025-06-17 10:50,OUT-01,Morning,Coffee,1,7.1,Card
T502944,2025-06-17 10:50,OUT-03,Morning,Pastry,1,7.3,PayNow
T500410,2025-06-17 10:51,OUT-01,Morning,Coffee,1,5.9,Cash
T502909,2025-06-17 10:51,OUT-03,Morning,Coffee,1,6.91,Cash
T500337,2025-06-17 10:53,OUT-01,Morning,Coffee,1,5.95,Wallet
T501655,2025-06-17 10:53,OUT-02,Morning,Coffee,1,5.65,Cash
T503924,2025-06-17 10:55,OUT-04,Morning,Coffee,1,5.38,PayNow
T500343,2025-06-17 10:55,OUT-01,Morning,Pastry,1,5.7,Card
T501696,2025-06-17 10:56,OUT-02,Morning,Coffee,1,4.87,PayNow
T501709,2025-06-17 10:57,OUT-02,Morning,Tea,1,5.06,Card
T500382,2025-06-17 10:58,OUT-01,Morning,Tea,1,5.3,Card
T500404,2025-06-17 10:59,OUT-01,Morning,Coffee,1,5.51,Card
T500418,2025-06-17 10:59,OUT-01,Morning,Coffee,1,5.78,Cash
T503900,2025-06-17 10:59,OUT-04,Morning,Tea,1,5.02,PayNow
T500468,2025-06-17 11:02,OUT-01,Midday,Food,1,16.28,PayNow
T501731,2025-06-17 11:03,OUT-02,Midday,Tea,1,4.72,PayNow
T501738,2025-06-17 11:07,OUT-02,Midday,Food,1,10.65,Card
T500444,2025-06-17 11:08,OUT-01,Midday,Food,1,11.39,PayNow
T501761,2025-06-17 11:09,OUT-02,Midday,Coffee,1,5.27,PayNow
T500492,2025-06-17 11:09,OUT-01,Midday,Tea,1,5.25,Wallet
T500489,2025-06-17 11:10,OUT-01,Midday,Pastry,1,5.43,Card
T500479,2025-06-17 11:10,OUT-01,Midday,Coffee,1,6.65,Card
T500488,2025-06-17 11:11,OUT-01,Midday,Pastry,1,5.57,PayNow
T500461,2025-06-17 11:11,OUT-01,Midday,Food,1,13.84,PayNow
